run	request	queue_wait_us	backend_us	run_post_us	total_us	transfer_status
stress_tp4_b8_run01	0x31	108	13	10	131	1
stress_tp4_b8_run01	0x32	109	17	12	138	1
stress_tp4_b8_run01	0x33	100	20	12	132	1
stress_tp4_b8_run01	0x22	16	15	11	42	1
stress_tp4_b8_run01	0x23	108	15	12	135	1
stress_tp4_b8_run01	0x24	107	22	15	144	1
stress_tp4_b8_run01	0x25	111	13	13	137	1
stress_tp4_b8_run01	0x26	106	19	11	136	1
stress_tp4_b8_run01	0x27	103	20	12	135	1
stress_tp4_b8_run01	0x21	117	17	13	147	1
stress_tp4_b8_run01	0x39	8	16	10	34	1
stress_tp4_b8_run01	0x3c	6	15	10	31	1
stress_tp4_b8_run01	0x3f	5	13	13	31	1
stress_tp4_b8_run01	0x41	5	13	10	28	1
stress_tp4_b8_run01	0x34	5	17	10	32	1
stress_tp4_b8_run01	0x35	5	13	11	29	1
stress_tp4_b8_run01	0x36	6	13	15	34	1
stress_tp4_b8_run01	0x37	6	14	10	30	1
stress_tp4_b8_run01	0x38	5	13	11	29	1
stress_tp4_b8_run01	0x3a	6	12	10	28	1
stress_tp4_b8_run01	0x3b	6	20	14	40	1
stress_tp4_b8_run01	0x3d	7	11	9	27	1
stress_tp4_b8_run01	0x3e	5	12	12	29	1
stress_tp4_b8_run01	0x40	5	14	9	28	1
stress_tp4_b8_run01	0x30	6	16	10	32	1
stress_tp4_b8_run01	0x42	6	11	10	27	1
stress_tp4_b8_run01	0x43	5	11	9	25	1
stress_tp4_b8_run01	0x44	5	15	9	29	1
stress_tp4_b8_run01	0x45	5	9	9	23	1
stress_tp4_b8_run01	0x46	5	11	11	27	1
stress_tp4_b8_run01	0x47	7	12	10	29	1
stress_tp4_b8_run01	0x48	6	14	11	31	1
stress_tp4_b8_run01	0x49	5	10	10	25	1
stress_tp4_b8_run01	0x4a	7	11	10	28	1
stress_tp4_b8_run01	0x4b	5	11	12	28	1
stress_tp4_b8_run01	0x28	7	12	10	29	1
stress_tp4_b8_run01	0x29	6	11	11	28	1
stress_tp4_b8_run01	0x2a	5	13	10	28	1
stress_tp4_b8_run01	0x2b	5	12	10	27	1
stress_tp4_b8_run01	0x2c	6	12	11	29	1
stress_tp4_b8_run01	0x2d	6	18	11	35	1
stress_tp4_b8_run01	0x2e	5	12	9	26	1
stress_tp4_b8_run01	0x2f	6	14	12	32	1
stress_tp4_b8_run01	0x31	5	14	11	30	1
stress_tp4_b8_run01	0x32	5	15	10	30	1
stress_tp4_b8_run01	0x33	6	12	16	34	1
stress_tp4_b8_run01	0x34	5	15	11	31	1
stress_tp4_b8_run01	0x35	5	10	11	26	1
stress_tp4_b8_run01	0x36	5	13	16	34	1
stress_tp4_b8_run01	0x37	5	9	9	23	1
stress_tp4_b8_run01	0x38	5	14	11	30	1
stress_tp4_b8_run01	0x4c	7	34	13	54	1
stress_tp4_b8_run01	0x4d	5	14	17	36	1
stress_tp4_b8_run01	0x4e	5	18	11	34	1
stress_tp4_b8_run01	0x4f	6	11	11	28	1
stress_tp4_b8_run01	0x50	5	13	11	29	0
stress_tp4_b8_run01	0x50	4	16	11	31	1
stress_tp4_b8_run01	0x51	6	15	11	32	1
stress_tp4_b8_run01	0x52	6	10	10	26	1
stress_tp4_b8_run01	0x53	5	13	11	29	1
stress_tp4_b8_run01	0x54	6	15	28	49	0
stress_tp4_b8_run01	0x54	6	8	9	23	0
stress_tp4_b8_run01	0x54	116	20	12	148	1
stress_tp4_b8_run01	0x55	5	12	10	27	1
stress_tp4_b8_run01	0x56	12	31	23	66	1
stress_tp4_b8_run01	0x57	11	22	21	54	1
stress_tp4_b8_run01	0x58	11	14	20	45	0
stress_tp4_b8_run01	0x58	11	19	20	50	1
stress_tp4_b8_run01	0x59	10	21	21	52	1
stress_tp4_b8_run01	0x5a	11	19	19	49	1
stress_tp4_b8_run01	0x5b	11	20	21	52	1
stress_tp4_b8_run01	0x5c	10	16	20	46	1
stress_tp4_b8_run01	0x5d	11	18	22	51	1
stress_tp4_b8_run01	0x5e	11	13	20	44	0
stress_tp4_b8_run01	0x5e	11	16	24	51	0
stress_tp4_b8_run01	0x5e	10	13	21	44	0
stress_tp4_b8_run01	0x5e	11	13	18	42	0
stress_tp4_b8_run01	0x5e	10	19	20	49	1
stress_tp8_b4_run01	0x1	8	20	14	42	0
stress_tp8_b4_run01	0x1	6	16	13	35	0
stress_tp8_b4_run01	0x1	5	9	11	25	0
stress_tp8_b4_run01	0x1	5	9	12	26	0
stress_tp8_b4_run01	0x1	5	18	13	36	0
stress_tp8_b4_run01	0x1	5	9	10	24	0
stress_tp8_b4_run01	0x1	5	8	11	24	0
stress_tp8_b4_run01	0x1	5	8	11	24	0
stress_tp8_b4_run01	0x1	5	8	12	25	0
stress_tp8_b4_run01	0x1	4	10	10	24	0
stress_tp8_b4_run01	0x1	5	12	10	27	0
stress_tp8_b4_run01	0x1	5	15	11	31	0
stress_tp8_b4_run01	0x1	5	9	15	29	0
stress_tp8_b4_run01	0x1	5	9	9	23	0
stress_tp8_b4_run01	0x1	5	11	13	29	0
stress_tp8_b4_run01	0x1	5	9	10	24	0
stress_tp8_b4_run01	0x1	5	8	11	24	0
stress_tp8_b4_run01	0x1	4	12	9	25	0
stress_tp8_b4_run01	0x1	5	15	11	31	0
stress_tp8_b4_run01	0x1	5	8	10	23	0
stress_tp8_b4_run01	0x1	5	9	13	27	0
stress_tp8_b4_run01	0x1	4	8	12	24	0
stress_tp8_b4_run01	0x1	5	18	11	34	0
stress_tp8_b4_run01	0x1	7	14	11	32	0
stress_tp8_b4_run01	0x1	5	10	13	28	0
stress_tp8_b4_run01	0x1	5	8	11	24	0
stress_tp8_b4_run01	0x1	5	9	12	26	0
stress_tp8_b4_run01	0x1	5	10	11	26	0
stress_tp8_b4_run01	0x1	5	10	10	25	0
stress_tp8_b4_run01	0x1	5	10	14	29	0
stress_tp8_b4_run01	0x1	5	8	10	23	0
stress_tp8_b4_run01	0x1	4	11	10	25	0
stress_tp8_b4_run01	0x1	5	8	19	32	0
stress_tp8_b4_run01	0x1	5	8	13	26	0
stress_tp8_b4_run01	0x1	5	11	12	28	0
stress_tp8_b4_run01	0x1	5	13	10	28	0
stress_tp8_b4_run01	0x1	5	17	15	37	0
stress_tp8_b4_run01	0x1	5	10	15	30	0
stress_tp8_b4_run01	0x1	6	8	11	25	0
stress_tp8_b4_run01	0x1	6	10	10	26	0
stress_tp8_b4_run01	0x1	5	9	13	27	0
stress_tp8_b4_run01	0x1	5	25	10	40	1
stress_tp8_b4_run01	0x2	7	15	25	47	1
stress_tp8_b4_run01	0x3	24	22	70	116	0
stress_tp8_b4_run01	0x3	14	17	22	53	0
stress_tp8_b4_run01	0x3	13	18	23	54	0
stress_tp8_b4_run01	0x3	14	18	20	52	0
stress_tp8_b4_run01	0x3	12	16	22	50	0
stress_tp8_b4_run01	0x3	13	17	26	56	0
stress_tp8_b4_run01	0x3	12	18	21	51	0
stress_tp8_b4_run01	0x3	13	16	20	49	0
stress_tp8_b4_run01	0x3	22	17	21	60	0
stress_tp8_b4_run01	0x3	12	17	25	54	0
stress_tp8_b4_run01	0x3	13	20	23	56	0
stress_tp8_b4_run01	0x3	14	23	21	58	0
stress_tp8_b4_run01	0x3	13	29	23	65	1
stress_tp8_b4_run01	0x4	13	18	25	56	1
stress_tp8_b4_run01	0x5	13	18	23	54	1
stress_tp8_b4_run01	0x6	13	19	29	61	1
stress_tp8_b4_run01	0x7	14	19	25	58	1
stress_tp8_b4_run01	0x1	2609	43	48	2700	1
stress_tp8_b4_run01	0x4	104	34	29	167	1
stress_tp8_b4_run01	0x2	1647	38	31	1716	1
stress_tp8_b4_run01	0x3	14	18	24	56	1
stress_tp8_b4_run01	0x8	14	19	23	56	1
stress_tp8_b4_run01	0x9	14	45	22	81	1
stress_tp8_b4_run01	0x5	13	20	21	54	1
stress_tp8_b4_run01	0x6	14	19	21	54	0
stress_tp8_b4_run01	0x7	14	22	21	57	0
stress_tp8_b4_run01	0xa	13	20	21	54	1
stress_tp8_b4_run01	0x6	14	15	24	53	1
stress_tp8_b4_run01	0x7	13	17	21	51	0
stress_tp8_b4_run01	0xb	15	15	20	50	0
stress_tp8_b4_run01	0x7	12	19	22	53	1
stress_tp8_b4_run01	0xb	14	19	25	58	1
stress_tp8_b4_run01	0xc	13	16	23	52	1
stress_tp8_b4_run01	0x8	16	12	30	58	0
stress_tp8_b4_run01	0x8	128	12	28	168	0
stress_tp8_b4_run01	0x8	15	13	25	53	0
stress_tp8_b4_run01	0x9	12	12	25	49	0
stress_tp8_b4_run01	0x8	12	11	32	55	0
stress_tp8_b4_run01	0x9	12	15	24	51	0
stress_tp8_b4_run01	0x8	13	14	21	48	0
stress_tp8_b4_run01	0x9	13	11	24	48	0
stress_tp8_b4_run01	0x8	12	11	29	52	0
stress_tp8_b4_run01	0x9	12	13	21	46	0
stress_tp8_b4_run01	0x8	12	13	25	50	0
stress_tp8_b4_run01	0x9	12	14	22	48	0
stress_tp8_b4_run01	0x8	12	12	24	48	0
stress_tp8_b4_run01	0x9	12	13	25	50	0
stress_tp8_b4_run01	0x8	12	12	25	49	0
stress_tp8_b4_run01	0x9	11	12	24	47	0
stress_tp8_b4_run01	0x8	12	17	43	72	1
stress_tp8_b4_run01	0x9	14	14	24	52	0
stress_tp8_b4_run01	0xa	13	16	26	55	0
stress_tp8_b4_run01	0x9	13	18	22	53	1
stress_tp8_b4_run01	0xa	12	15	29	56	1
stress_tp8_b4_run01	0xb	14	11	24	49	1
stress_tp8_b4_run01	0xd	15	27	37	79	0
stress_tp8_b4_run01	0xd	99	22	27	148	0
stress_tp8_b4_run01	0xd	1536	27	29	1592	1
stress_tp8_b4_run01	0xe	15	21	26	62	1
stress_tp8_b4_run01	0x10	13	22	25	60	1
stress_tp8_b4_run01	0x11	14	15	21	50	1
stress_tp8_b4_run01	0xf	13	18	24	55	0
stress_tp8_b4_run01	0xf	13	17	21	51	0
stress_tp8_b4_run01	0xf	13	19	23	55	0
stress_tp8_b4_run01	0xf	13	15	24	52	0
stress_tp8_b4_run01	0xf	12	16	26	54	0
stress_tp8_b4_run01	0xf	12	20	21	53	1
stress_tp8_b4_run01	0x12	15	16	21	52	1
stress_tp8_b4_run01	0xc	15	17	26	58	0
stress_tp8_b4_run01	0xc	116	20	24	160	0
stress_tp8_b4_run01	0xc	13	20	21	54	0
stress_tp8_b4_run01	0xd	13	16	21	50	0
stress_tp8_b4_run01	0xc	12	42	27	81	0
stress_tp8_b4_run01	0xd	12	14	23	49	0
stress_tp8_b4_run01	0xc	112	26	24	162	1
stress_tp8_b4_run01	0xd	14	28	21	63	1
stress_tp8_b4_run01	0x13	11	21	27	59	1
stress_tp8_b4_run01	0x10	7	18	10	35	1
stress_tp8_b4_run01	0x11	4	11	13	28	1
stress_tp8_b4_run01	0x14	10	22	16	48	1
stress_tp8_b4_run01	0xe	4	11	8	23	1
stress_tp8_b4_run01	0xf	4	12	9	25	1
stress_tp8_b4_run01	0x12	5	15	15	35	1
stress_tp8_b4_run01	0x13	5	10	9	24	1
stress_tp8_b4_run01	0x14	7	26	11	44	1
stress_tp8_b4_run01	0x15	6	13	11	30	1
stress_tp8_b4_run01	0x16	6	10	10	26	0
stress_tp8_b4_run01	0x16	5	11	10	26	1
stress_tp8_b4_run01	0x17	5	11	10	26	0
stress_tp8_b4_run01	0x17	5	12	9	26	1
stress_tp8_b4_run01	0x15	52	15	11	78	0
stress_tp8_b4_run01	0x15	5	8	10	23	0
stress_tp8_b4_run01	0x16	137	13	10	160	0
stress_tp8_b4_run01	0x15	5	17	8	30	1
stress_tp8_b4_run01	0x16	180	21	8	209	1
stress_tp8_b4_run01	0x17	118	12	9	139	0
stress_tp8_b4_run01	0x19	6	9	12	27	0
stress_tp8_b4_run01	0x1c	105	11	16	132	0
stress_tp8_b4_run01	0x17	5	11	10	26	1
stress_tp8_b4_run01	0x18	5	13	8	26	0
stress_tp8_b4_run01	0x1a	5	12	8	25	1
stress_tp8_b4_run01	0x1b	5	12	8	25	1
stress_tp8_b4_run01	0x1d	6	12	9	27	1
stress_tp8_b4_run01	0x19	6	26	13	45	1
stress_tp8_b4_run01	0x1c	178	28	9	215	1
stress_tp8_b4_run01	0x20	133	21	12	166	1
stress_tp8_b4_run01	0x18	125	27	14	166	1
stress_tp8_b4_run01	0x21	5	24	20	49	1
stress_tp8_b4_run01	0x22	4	16	9	29	1
stress_tp8_b4_run01	0x23	4	18	10	32	1
stress_tp8_b4_run01	0x1e	4	42	17	63	1
stress_tp8_b4_run01	0x1f	4	18	10	32	1
stress_tp8_b4_run01	0x18	5	23	13	41	1
stress_tp8_b4_run01	0x19	6	20	10	36	1
stress_tp8_b4_run01	0x1a	6	15	16	37	1
stress_tp8_b4_run01	0x27	126	19	11	156	1
stress_tp8_b4_run01	0x28	119	14	25	158	1
stress_tp8_b4_run01	0x29	110	13	11	134	1
stress_tp8_b4_run01	0x20	6	13	10	29	1
stress_tp8_b4_run01	0x21	6	13	10	29	1
stress_tp8_b4_run01	0x22	5	19	9	33	1
stress_tp8_b4_run01	0x1b	5	10	9	24	1
stress_tp8_b4_run01	0x24	5	13	10	28	1
stress_tp8_b4_run01	0x25	5	23	10	38	1
stress_tp8_b4_run01	0x26	5	11	8	24	1
stress_tp8_b4_run01	0x1c	6	13	11	30	1
stress_tp8_b4_run01	0x1d	121	13	10	144	1
stress_tp8_b4_run01	0x1e	7	13	13	33	1
stress_tp8_b4_run01	0x1f	5	13	10	28	1
stress_tp8_b4_run01	0x2a	7	12	12	31	1
stress_tp8_b4_run01	0x2b	5	11	9	25	1
stress_tp8_b4_run01	0x23	7	19	12	38	1
stress_tp8_b4_run01	0x32	5	18	9	32	1
stress_tp8_b4_run01	0x33	5	18	9	32	1
stress_tp8_b4_run01	0x34	4	11	8	23	1
stress_tp8_b4_run01	0x27	6	12	10	28	1
stress_tp8_b4_run01	0x29	5	11	13	29	1
stress_tp8_b4_run01	0x2a	4	11	11	26	1
stress_tp8_b4_run01	0x2b	6	13	10	29	1
stress_tp8_b4_run01	0x35	4	11	10	25	1
stress_tp8_b4_run01	0x36	6	10	11	27	1
stress_tp8_b4_run01	0x2c	4	10	10	24	1
stress_tp8_b4_run01	0x2d	5	9	8	22	1
stress_tp8_b4_run01	0x2e	4	12	9	25	1
stress_tp8_b4_run01	0x2f	4	14	8	26	1
stress_tp8_b4_run01	0x30	5	10	9	24	1
stress_tp8_b4_run01	0x31	5	11	9	25	1
stress_tp8_b4_run01	0x24	7	13	9	29	1
stress_tp8_b4_run01	0x25	5	13	9	27	1
stress_tp8_b4_run01	0x26	6	12	12	30	1
stress_tp8_b4_run01	0x28	7	13	10	30	1
stress_tp8_b4_run01	0x37	5	11	8	24	1
stress_tp8_b4_run01	0x38	5	9	8	22	1
stress_tp8_b4_run01	0x39	5	11	7	23	1
stress_tp8_b4_run01	0x3a	4	9	11	24	1
stress_tp8_b4_run01	0x3b	5	9	8	22	1
stress_tp8_b4_run01	0x3c	4	9	8	21	1
stress_tp8_b4_run01	0x2c	6	11	9	26	1
stress_tp8_b4_run01	0x2d	5	11	9	25	1
stress_tp8_b4_run01	0x2e	5	11	13	29	1
stress_tp8_b4_run01	0x2f	5	9	9	23	1
stress_tp8_b4_run01	0x30	8	29	12	49	1
stress_tp8_b4_run01	0x31	6	18	11	35	1
stress_tp8_b4_run01	0x32	5	20	10	35	1
stress_tp8_b4_run01	0x33	6	11	10	27	1
stress_tp8_b4_run01	0x34	8	23	12	43	1
stress_tp8_b4_run01	0x35	7	11	10	28	1
stress_tp8_b4_run01	0x36	7	38	11	56	1
stress_tp8_b4_run01	0x37	5	17	11	33	1
stress_tp8_b4_run01	0x38	5	18	10	33	1
stress_tp8_b4_run01	0x39	5	17	9	31	1
stress_tp8_b4_run01	0x3a	5	10	8	23	0
stress_tp8_b4_run01	0x3a	5	8	8	21	0
stress_tp8_b4_run01	0x3a	4	8	12	24	0
stress_tp8_b4_run01	0x3a	4	7	8	19	0
stress_tp8_b4_run01	0x3a	4	8	8	20	0
stress_tp8_b4_run01	0x3a	3	9	8	20	0
stress_tp8_b4_run01	0x3a	4	8	8	20	0
stress_tp8_b4_run01	0x3a	4	7	8	19	0
stress_tp8_b4_run01	0x3a	4	7	8	19	0
stress_tp8_b4_run01	0x3a	4	8	7	19	0
stress_tp8_b4_run01	0x3a	4	12	8	24	1
stress_tp8_b4_run02_stage_trace	0x1	8	37	15	60	0
stress_tp8_b4_run02_stage_trace	0x1	6	20	13	39	0
stress_tp8_b4_run02_stage_trace	0x1	5	14	14	33	0
stress_tp8_b4_run02_stage_trace	0x1	5	20	13	38	0
stress_tp8_b4_run02_stage_trace	0x1	6	13	11	30	0
stress_tp8_b4_run02_stage_trace	0x1	5	20	13	38	0
stress_tp8_b4_run02_stage_trace	0x1	4	20	11	35	0
stress_tp8_b4_run02_stage_trace	0x1	5	17	13	35	0
stress_tp8_b4_run02_stage_trace	0x1	5	16	12	33	0
stress_tp8_b4_run02_stage_trace	0x1	5	16	13	34	0
stress_tp8_b4_run02_stage_trace	0x1	4	18	12	34	0
stress_tp8_b4_run02_stage_trace	0x1	4	8	9	21	0
stress_tp8_b4_run02_stage_trace	0x1	5	7	10	22	0
stress_tp8_b4_run02_stage_trace	0x1	4	18	10	32	0
stress_tp8_b4_run02_stage_trace	0x1	6	13	11	30	0
stress_tp8_b4_run02_stage_trace	0x1	5	10	11	26	0
stress_tp8_b4_run02_stage_trace	0x1	5	18	11	34	0
stress_tp8_b4_run02_stage_trace	0x1	4	8	9	21	0
stress_tp8_b4_run02_stage_trace	0x1	4	9	9	22	0
stress_tp8_b4_run02_stage_trace	0x1	4	10	10	24	0
stress_tp8_b4_run02_stage_trace	0x1	5	13	11	29	0
stress_tp8_b4_run02_stage_trace	0x1	4	12	9	25	0
stress_tp8_b4_run02_stage_trace	0x1	5	11	10	26	0
stress_tp8_b4_run02_stage_trace	0x1	5	8	11	24	0
stress_tp8_b4_run02_stage_trace	0x1	4	10	11	25	0
stress_tp8_b4_run02_stage_trace	0x1	4	12	9	25	0
stress_tp8_b4_run02_stage_trace	0x1	4	10	9	23	0
stress_tp8_b4_run02_stage_trace	0x1	4	9	16	29	0
stress_tp8_b4_run02_stage_trace	0x1	5	9	9	23	0
stress_tp8_b4_run02_stage_trace	0x1	5	10	11	26	0
stress_tp8_b4_run02_stage_trace	0x1	5	17	10	32	0
stress_tp8_b4_run02_stage_trace	0x1	4	13	9	26	0
stress_tp8_b4_run02_stage_trace	0x1	4	10	18	32	0
stress_tp8_b4_run02_stage_trace	0x1	5	23	9	37	1
stress_tp8_b4_run02_stage_trace	0x2	6	12	11	29	0
stress_tp8_b4_run02_stage_trace	0x2	4	8	11	23	0
stress_tp8_b4_run02_stage_trace	0x2	5	12	10	27	0
stress_tp8_b4_run02_stage_trace	0x2	5	10	9	24	0
stress_tp8_b4_run02_stage_trace	0x2	4	12	17	33	0
stress_tp8_b4_run02_stage_trace	0x2	4	14	9	27	1
stress_tp8_b4_run02_stage_trace	0x3	10	18	28	56	0
stress_tp8_b4_run02_stage_trace	0x3	6	8	9	23	0
stress_tp8_b4_run02_stage_trace	0x3	5	7	9	21	0
stress_tp8_b4_run02_stage_trace	0x3	4	21	10	35	0
stress_tp8_b4_run02_stage_trace	0x3	5	10	12	27	0
stress_tp8_b4_run02_stage_trace	0x3	4	18	11	33	0
stress_tp8_b4_run02_stage_trace	0x3	4	9	8	21	0
stress_tp8_b4_run02_stage_trace	0x3	5	10	11	26	0
stress_tp8_b4_run02_stage_trace	0x3	5	11	15	31	0
stress_tp8_b4_run02_stage_trace	0x3	5	7	9	21	0
stress_tp8_b4_run02_stage_trace	0x3	5	11	8	24	0
stress_tp8_b4_run02_stage_trace	0x3	4	10	11	25	0
stress_tp8_b4_run02_stage_trace	0x3	4	15	15	34	0
stress_tp8_b4_run02_stage_trace	0x3	5	7	8	20	0
stress_tp8_b4_run02_stage_trace	0x3	4	11	11	26	0
stress_tp8_b4_run02_stage_trace	0x3	5	17	12	34	0
stress_tp8_b4_run02_stage_trace	0x3	3	17	11	31	0
stress_tp8_b4_run02_stage_trace	0x3	5	17	12	34	0
stress_tp8_b4_run02_stage_trace	0x3	5	18	11	34	0
stress_tp8_b4_run02_stage_trace	0x3	5	16	12	33	0
stress_tp8_b4_run02_stage_trace	0x3	4	21	10	35	0
stress_tp8_b4_run02_stage_trace	0x3	4	17	10	31	0
stress_tp8_b4_run02_stage_trace	0x3	4	23	9	36	1
stress_tp8_b4_run02_stage_trace	0x4	5	22	12	39	1
stress_tp8_b4_run02_stage_trace	0x5	4	13	8	25	1
stress_tp8_b4_run02_stage_trace	0x6	5	11	10	26	0
stress_tp8_b4_run02_stage_trace	0x6	4	19	9	32	1
stress_tp8_b4_run02_stage_trace	0x7	6	22	11	39	1
stress_tp8_b4_run02_stage_trace	0x1	9	21	14	44	0
stress_tp8_b4_run02_stage_trace	0x1	165	30	16	211	0
stress_tp8_b4_run02_stage_trace	0x1	6	14	11	31	0
stress_tp8_b4_run02_stage_trace	0x2	6	20	11	37	0
stress_tp8_b4_run02_stage_trace	0x1	6	16	15	37	0
stress_tp8_b4_run02_stage_trace	0x2	5	14	13	32	0
stress_tp8_b4_run02_stage_trace	0x1	6	18	14	38	0
stress_tp8_b4_run02_stage_trace	0x2	5	19	13	37	0
stress_tp8_b4_run02_stage_trace	0x1	5	16	11	32	0
stress_tp8_b4_run02_stage_trace	0x2	5	22	13	40	0
stress_tp8_b4_run02_stage_trace	0x1	5	17	14	36	0
stress_tp8_b4_run02_stage_trace	0x2	5	19	13	37	0
stress_tp8_b4_run02_stage_trace	0x1	5	20	27	52	0
stress_tp8_b4_run02_stage_trace	0x2	6	15	15	36	0
stress_tp8_b4_run02_stage_trace	0x1	5	19	13	37	0
stress_tp8_b4_run02_stage_trace	0x2	5	17	15	37	0
stress_tp8_b4_run02_stage_trace	0x1	5	19	13	37	0
stress_tp8_b4_run02_stage_trace	0x2	6	16	11	33	0
stress_tp8_b4_run02_stage_trace	0x1	5	15	11	31	0
stress_tp8_b4_run02_stage_trace	0x2	5	15	12	32	0
stress_tp8_b4_run02_stage_trace	0x1	5	17	11	33	0
stress_tp8_b4_run02_stage_trace	0x2	5	9	15	29	0
stress_tp8_b4_run02_stage_trace	0x1	6	9	12	27	0
stress_tp8_b4_run02_stage_trace	0x2	5	8	11	24	0
stress_tp8_b4_run02_stage_trace	0x1	5	13	9	27	0
stress_tp8_b4_run02_stage_trace	0x2	5	13	15	33	0
stress_tp8_b4_run02_stage_trace	0x1	5	13	9	27	0
stress_tp8_b4_run02_stage_trace	0x2	5	12	9	26	0
stress_tp8_b4_run02_stage_trace	0x1	5	16	10	31	1
stress_tp8_b4_run02_stage_trace	0x2	6	11	10	27	0
stress_tp8_b4_run02_stage_trace	0x3	5	14	11	30	0
stress_tp8_b4_run02_stage_trace	0x2	5	15	10	30	0
stress_tp8_b4_run02_stage_trace	0x3	5	35	19	59	0
stress_tp8_b4_run02_stage_trace	0x2	5	13	9	27	1
stress_tp8_b4_run02_stage_trace	0x3	5	18	11	34	1
stress_tp8_b4_run02_stage_trace	0x4	1389	28	11	1428	1
stress_tp8_b4_run02_stage_trace	0x8	5	16	10	31	1
stress_tp8_b4_run02_stage_trace	0xa	1348	18	13	1379	1
stress_tp8_b4_run02_stage_trace	0x9	140	21	13	174	1
stress_tp8_b4_run02_stage_trace	0x5	1253	27	11	1291	1
stress_tp8_b4_run02_stage_trace	0x6	1201	26	11	1238	1
stress_tp8_b4_run02_stage_trace	0xd	1198	18	13	1229	1
stress_tp8_b4_run02_stage_trace	0x9	8	13	10	31	1
stress_tp8_b4_run02_stage_trace	0xc	5	11	9	25	1
stress_tp8_b4_run02_stage_trace	0xb	26	24	10	60	1
stress_tp8_b4_run02_stage_trace	0xc	121	18	9	148	1
stress_tp8_b4_run02_stage_trace	0x7	6	18	10	34	1
stress_tp8_b4_run02_stage_trace	0x8	6	15	9	30	1
stress_tp8_b4_run02_stage_trace	0xa	6	17	11	34	1
stress_tp8_b4_run02_stage_trace	0xb	5	14	10	29	1
stress_tp8_b4_run02_stage_trace	0x11	6	22	10	38	1
stress_tp8_b4_run02_stage_trace	0x13	4	14	10	28	1
stress_tp8_b4_run02_stage_trace	0xd	6	15	13	34	1
stress_tp8_b4_run02_stage_trace	0xe	5	13	11	29	1
stress_tp8_b4_run02_stage_trace	0xf	5	14	10	29	1
stress_tp8_b4_run02_stage_trace	0x10	6	11	10	27	1
stress_tp8_b4_run02_stage_trace	0xe	5	11	8	24	1
stress_tp8_b4_run02_stage_trace	0xf	5	15	11	31	1
stress_tp8_b4_run02_stage_trace	0x10	5	16	7	28	1
stress_tp8_b4_run02_stage_trace	0x12	5	14	11	30	1
stress_tp8_b4_run02_stage_trace	0x14	4	10	8	22	1
stress_tp8_b4_run02_stage_trace	0x15	5	13	9	27	1
stress_tp8_b4_run02_stage_trace	0x16	4	12	13	29	1
stress_tp8_b4_run02_stage_trace	0x17	4	25	11	40	1
stress_tp8_b4_run02_stage_trace	0x18	8	30	13	51	1
stress_tp8_b4_run02_stage_trace	0x19	7	21	13	41	1
stress_tp8_b4_run02_stage_trace	0x1a	6	21	13	40	1
stress_tp8_b4_run02_stage_trace	0x1b	6	23	13	42	1
stress_tp8_b4_run02_stage_trace	0x1c	6	11	15	32	0
stress_tp8_b4_run02_stage_trace	0x1c	111	13	24	148	0
stress_tp8_b4_run02_stage_trace	0x1c	7	11	12	30	0
stress_tp8_b4_run02_stage_trace	0x1d	137	17	14	168	0
stress_tp8_b4_run02_stage_trace	0x1c	133	17	14	164	1
stress_tp8_b4_run02_stage_trace	0x1d	6	27	19	52	1
stress_tp8_b4_run02_stage_trace	0x1e	6	14	13	33	0
stress_tp8_b4_run02_stage_trace	0x20	5	9	15	29	0
stress_tp8_b4_run02_stage_trace	0x21	6	9	11	26	0
stress_tp8_b4_run02_stage_trace	0x1e	5	8	10	23	0
stress_tp8_b4_run02_stage_trace	0x1f	5	10	9	24	0
stress_tp8_b4_run02_stage_trace	0x11	17	16	12	45	1
stress_tp8_b4_run02_stage_trace	0x12	7	11	12	30	0
stress_tp8_b4_run02_stage_trace	0x20	87	17	13	117	1
stress_tp8_b4_run02_stage_trace	0x21	117	15	15	147	1
stress_tp8_b4_run02_stage_trace	0x1e	122	20	22	164	1
stress_tp8_b4_run02_stage_trace	0x1f	124	29	23	176	1
stress_tp8_b4_run02_stage_trace	0x15	6	19	16	41	1
stress_tp8_b4_run02_stage_trace	0x12	6	36	13	55	1
stress_tp8_b4_run02_stage_trace	0x13	7	11	21	39	1
stress_tp8_b4_run02_stage_trace	0x14	135	16	16	167	1
stress_tp8_b4_run02_stage_trace	0x26	7	17	11	35	1
stress_tp8_b4_run02_stage_trace	0x29	6	33	18	57	1
stress_tp8_b4_run02_stage_trace	0x16	122	16	11	149	1
stress_tp8_b4_run02_stage_trace	0x17	7	11	16	34	1
stress_tp8_b4_run02_stage_trace	0x1a	8	11	15	34	1
stress_tp8_b4_run02_stage_trace	0x22	67	22	14	103	1
stress_tp8_b4_run02_stage_trace	0x23	112	17	15	144	1
stress_tp8_b4_run02_stage_trace	0x24	7	16	15	38	1
stress_tp8_b4_run02_stage_trace	0x25	7	15	12	34	1
stress_tp8_b4_run02_stage_trace	0x27	6	26	11	43	1
stress_tp8_b4_run02_stage_trace	0x28	6	15	18	39	1
stress_tp8_b4_run02_stage_trace	0x2a	6	13	13	32	1
stress_tp8_b4_run02_stage_trace	0x2b	6	14	16	36	1
stress_tp8_b4_run02_stage_trace	0x18	117	20	13	150	1
stress_tp8_b4_run02_stage_trace	0x19	6	12	9	27	1
